Id,Name,HordeName,EffectArg0,EffectArg1,EffectArg2,EffectScalingPoints0,EffectScalingPoints1,EffectScalingPoints2,TransmogPlayerConditionId,TransmogCost,IconFileDataId,EffectPointsMin0,EffectPointsMin1,EffectPointsMin2,ItemVisual,Flags,RequiredSkillId,RequiredSkillRank,ItemLevel,Charges,Effect0,Effect1,Effect2,ScalingClass,ScalingClassRestricted,ConditionId,MinLevel,MaxLevel
"68","+$k1力量","","4","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"69","+$k1力量","","4","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"70","+$k1力量","","4","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"71","+$k1耐力","","7","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"72","+$k1耐力","","7","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"73","+$k1耐力","","7","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"74","+$k1敏捷","","3","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"75","+$k1敏捷","","3","0","0","0.4","0","0","0","0","0","2","0","0","0","32","0","0","0","0","5","0","0","253","0","0","0","60"
"76","+$k1敏捷","","3","0","0","0.6","0","0","0","0","0","3","0","0","0","32","0","0","0","0","5","0","0","253","0","0","0","60"
"77","+$k1傷害","","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"78","+$k1傷害","","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"79","+$k1智力","","5","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"80","+$k1智力","","5","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"81","+$k1智力","","5","0","0","0.3","0","0","0","0","0","3","0","0","0","32","0","0","0","0","5","0","0","251","0","0","0","70"
"82","+$k1臨機應變","","40","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"83","+$k1臨機應變","","40","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"84","+$k1臨機應變","","40","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"85","+$k1護甲","","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0"
"86","+$k1護甲","","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0"
"87","+$k1護甲","","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0"
"88","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"89","+$k1護甲","","0","0","0","0","0","0","0","0","0","16","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0"
"90","+$k1敏捷","","3","0","0","0.4","0","0","0","0","0","4","0","0","0","32","0","0","0","0","5","0","0","251","0","0","0","70"
"91","+$k1敏捷","","3","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"92","+$k1敏捷","","3","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"93","+$k1敏捷","","3","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"94","+$k1智力","","5","0","0","0.4","0","0","0","0","0","4","0","0","0","32","0","0","0","0","5","0","0","251","0","0","0","70"
"95","+$k1智力","","5","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"96","+$k1智力","","5","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"97","+$k1智力","","5","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"98","+$k1臨機應變","","40","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"99","+$k1臨機應變","","40","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"100","+$k1臨機應變","","40","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"101","+$k1臨機應變","","40","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"102","+$k1耐力","","7","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"103","+$k1耐力","","7","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"104","+$k1耐力","","7","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"105","+$k1耐力","","7","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"106","+$k1力量","","4","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"107","+$k1力量","","4","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"108","+$k1力量","","4","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"109","+$k1力量","","4","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"110","+$k1閃躲","","13","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"111","+$k1閃躲","","13","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"112","+$k1閃躲","","13","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"113","+$k1閃躲","","13","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"114","+$k1閃躲","","13","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"115","+$k1閃躲","","13","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"116","+$k1閃躲","","13","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"117","+$k1傷害","","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"118","+$k1傷害","","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"119","+$k1傷害","","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"120","+$k1傷害","","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"121","+$k1護甲","","0","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0"
"122","+$k1護甲","","0","0","0","0","0","0","0","0","0","24","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0"
"123","+$k1護甲","","0","0","0","0","0","0","0","0","0","28","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0"
"125","+1劍技能","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"126","+2劍技能","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"127","+3劍技能","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"128","+4劍技能","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"129","+5劍技能","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"130","+6劍技能","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"131","+7劍技能","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"132","+1雙手劍技能","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"133","+2雙手劍技能","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"134","+3雙手劍技能","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"135","+4雙手劍技能","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"136","+5雙手劍技能","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"137","+6雙手劍技能","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"138","+7雙手劍技能","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"139","+1錘技能","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"140","+2錘技能","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"141","+3錘技能","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"142","+4錘技能","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"143","+5錘技能","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"144","+6錘技能","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"145","+7錘技能","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"146","+1雙手錘技能","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"147","+2雙手錘技能","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"148","+3雙手錘技能","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"149","+4雙手錘技能","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"150","+5雙手錘技能","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"151","+6雙手錘技能","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"152","+7雙手錘技能","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"153","+1斧技能","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"154","+2斧技能","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"155","+3斧技能","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"156","+4斧技能","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"157","+5斧技能","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"158","+6斧技能","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"159","+7斧技能","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"160","+1雙手斧技能","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"161","+2雙手斧技能","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"162","+3雙手斧技能","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"163","+4雙手斧技能","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"164","+5雙手斧技能","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"165","+6雙手斧技能","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"166","+7雙手斧技能","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"167","+1匕首技能","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"168","+2匕首技能","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"169","+3匕首技能","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"170","+4匕首技能","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"171","+5匕首技能","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"172","+6匕首技能","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"173","+7匕首技能","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"174","+1槍械技能","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"175","+2槍械技能","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"176","+3槍械技能","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"177","+4槍械技能","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"178","+5槍械技能","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"179","+6槍械技能","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"180","+7槍械技能","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"181","+1弓技能","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"182","+2弓技能","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"183","+3弓技能","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"184","+4弓技能","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"185","+5弓技能","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"186","+6弓技能","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"187","+7弓技能","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"191","+$7593s1屠獸","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"192","+$7594s1屠獸","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"193","+$7595s1屠獸","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"194","+$7596s1屠獸","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"195","+$k1致命一擊","","32","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"196","+$k1致命一擊","","32","0","0","0","0","0","0","0","0","28","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"197","+$k1致命一擊","","32","0","0","0","0","0","0","0","0","42","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"198","+$k1致命一擊","","32","0","0","0","0","0","0","0","0","56","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"199","被擊中時有10%的機率施放:暗影箭(10傷害)","","7601","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0"
"200","被擊中時有10%的機率施放:暗影箭(20傷害)","","7614","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0"
"201","被擊中時有10%的機率施放:暗影箭(30傷害)","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202","被擊中時有10%的機率施放:暗影箭(40傷害)","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"203","被擊中時有10%的機率施放:暗影箭(50傷害)","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"204","被擊中時有10%的機率施放:暗影箭(60傷害)","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"205","被擊中時有10%的機率施放:暗影箭(70傷害)","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"241","+$k1武器傷害","","0","0","0","0.06","0","0","0","0","0","2","0","0","42","32","0","0","1","0","2","0","0","255","0","0","0","60"
"242","+$k1生命力","","1","0","0","0.45","0","0","0","0","0","15","0","0","0","32","0","0","1","0","5","0","0","255","0","0","0","60"
"243","+$k1臨機應變","","40","0","0","0.18","0","0","0","0","0","10","0","0","0","32","0","0","1","0","5","0","0","255","0","0","0","60"
"244","+$k1智力","","5","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","1","0","5","0","0","0","0","0","0","0"
"245","+$k1護甲","","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","1","0","4","0","0","0","0","0","0","0"
"246","+$k1法力","","0","0","0","0.35","0","0","0","0","0","20","0","0","0","32","0","0","1","0","5","0","0","255","0","0","0","60"
"247","+$k1敏捷","","3","0","0","0.03","0","0","0","0","0","1","0","0","0","32","0","0","1","0","5","0","0","255","0","0","0","60"
"248","+$k1力量","","4","0","0","0.03","0","0","0","0","0","1","0","0","0","32","0","0","1","0","5","0","0","255","0","0","0","60"
"249","+$7784s1屠獸","","7784","0","0","0","0","0","0","0","0","0","0","0","31","0","0","0","1","0","3","0","0","0","0","0","0","0"
"250","+$k1武器傷害","","0","0","0","0.03","0","0","0","0","0","1","0","0","31","32","0","0","1","0","2","0","0","255","0","0","0","60"
"251","+$k1智力","","5","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","5","0","0","0","0","0","0","0"
"252","+$k1臨機應變","","40","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","1","0","5","0","0","0","0","0","0","0"
"253","吸收($7848s1)","","7849","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","3","0","0","0","0","0","0","0"
"254","+$k1生命力","","1","0","0","0.75","0","0","0","0","0","25","0","0","0","32","0","0","1","0","5","0","0","255","0","0","0","60"
"255","+$k1臨機應變","","40","0","0","0.1","0","0","0","0","0","3","0","0","103","32","0","0","1","0","5","0","0","255","0","0","0","60"
"257","+$k1護甲","","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","1","0","4","0","0","0","0","0","0","0"
"263","魚餌(+$8082s1釣魚技能)","","8082","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","3","0","0","0","0","0","0","0"
"264","魚餌(+$8083s1釣魚技能)","","8083","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","3","0","0","0","0","0","0","0"
"265","魚餌(+$8084s1釣魚技能)","","8084","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","3","0","0","0","0","0","0","0"
"266","魚餌(+$8085s1釣魚技能)","","8085","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","3","0","0","0","0","0","0","0"
"303","火焰寶珠","","0","0","0","0","0","0","0","0","0","0","0","0","32","3","0","0","1","0","0","0","0","0","0","0","0","0"
"343","+$k1敏捷","","3","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"344","+$k1護甲","","0","0","0","0","0","0","0","0","0","32","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0"
"345","+$k1護甲","","0","0","0","0","0","0","0","0","0","40","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0"
"346","+$k1護甲","","0","0","0","0","0","0","0","0","0","36","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0"
"347","+$k1護甲","","0","0","0","0","0","0","0","0","0","44","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0"
"348","+$k1護甲","","0","0","0","0","0","0","0","0","0","48","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0"
"349","+$k1敏捷","","3","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"350","+$k1智力","","5","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"351","+$k1臨機應變","","40","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"352","+$k1力量","","4","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"353","+$k1耐力","","7","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"354","+$k1智力","","5","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"355","+$k1臨機應變","","40","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"356","+$k1耐力","","7","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"357","+$k1力量","","4","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"358","+$k1敏捷","","3","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"359","+$k1智力","","5","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"360","+$k1臨機應變","","40","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
