Id,Name,Description,GarrTalentTreeId,Tier,UiOrder,IconFileDataId,PlayerConditionId,GarrAbilityId,Field_8_3_0_32044_009,Field_8_3_0_32044_010,PrerequisiteTalentId,ResearchCostSource
"251","白虎之道","新招募的白虎弟子变为白虎高手，获得：

|TInterface\ICONS\ABILITY_MONK_CRANEKICK_NEW.BLP:20:20:0:0|t |Cffffffff神鹤引项踢|R
$@garrabdesc576","4","3","1","611420","41959","0","0","0","0","0"
"252","院舍","你的玄牛弟子、玄牛高手、白虎弟子和白虎高手的招募上限提高${$a694}。","4","2","0","651489","41958","571","0","0","0","0"
"253","红包","可以使用红包技能，每天派出的第一个任务的成功率提高${$a693}%。","4","0","1","134268","41962","570","0","0","0","0"
"254","酒坊","每天可以使用一次风暴烈酒旅店中的冒泡的桶。

从冒泡的桶喝酒可以获得宝贵的增益，协助你在破碎群岛完成任务。","4","1","0","651573","41955","0","0","0","0","0"
"255","朝圣之旅","你的勇士在成功完成任务后有几率带回勇士武器或装备。","4","2","1","775462","41958","785","0","0","0","0"
"256","天选之人","你可以下达工作订单，用职业大厅资源交易获得每周3个破碎命运印记中的1个。","4","4","0","656322","41960","0","0","0","0","0"
"257","天神眷顾","可以招募至尊天神。

天神拥有随机的武僧专精，可以应对|C00b3ffff首领|R，此外还拥有：

|TInterface\ICONS\INV_CELESTIALSERPENTMOUNT.BLP:20:20:0:0|t |Cffffffff群星回响|R
$@garrabdesc749","4","4","1","656166","41960","0","0","0","0","0"
"258","武学传说","你可以装备的传说物品数量提高${$a898}。","4","5","0","606548","41961","0","0","0","0","0"
"347","艾露恩的眷顾","使你非重复类的任务奖励额外升级为稀有或史诗品质的几率提高。","107","0","0","236151","41962","0","0","0","0","0"
"348","回收","你的勇士在成功完成任务后有几率带回勇士武器或装备。","107","2","1","1033478","41958","787","0","0","0","0"
"349","旅行形态","在所有任务中可以使用旅行形态技能，使任务时长缩短${100-$a715*100}%。","107","1","1","132144","41955","592","0","0","0","0"
"350","休眠","你的梦境林地树人、塞纳留斯的女儿、利爪德鲁伊和林地守护者招募上限提高${$a900}。","107","2","0","132136","41958","753","0","0","0","0"
"351","欢笑姐妹","新招募的梦境林地树人变为塞纳留斯的女儿，使其任务成功率提高${$a679-$a678}%。","107","3","0","136021","41959","0","0","0","0","0"
"352","森林之力","新招募的利爪德鲁伊变为林地守护者，获得：

|TInterface\ICONS\ABILITY_DRUID_FLOURISH.BLP:20:20:0:0|t |Cffffffff野性成长|R
$@garrabdesc558","107","3","1","132113","41959","0","0","0","0","0"
"353","根须","可以使用根须技能，如果每天派出的第一个任务中带有|C00b3ffff爪牙|R，则该任务成功率提高${$a714}%。","107","0","1","134412","41962","591","0","0","0","0"
"354","常青","获得两块肥沃的土地，可以在上面播种和收割植物。每3天可以提供非常有用的物品，可在破碎群岛使用。","107","1","0","612099","41955","0","0","0","0","0"
"355","艾露恩的选择","你可以下达工作订单，用职业大厅资源交易获得每周3个破碎命运印记中的1个。","107","4","0","611423","41960","0","0","0","0","0"
"356","战争古树","可以招募一棵战争古树。

战争古树拥有随机的德鲁伊专精，可以应对|C00b3ffff首领|R，此外还拥有：

|TInterface\ICONS\INV_PET_ANCIENTPROTECTOR.BLP:20:20:0:0|t |Cffffffff古树之力|R
$@garrabdesc435","107","4","1","874857","41960","0","0","0","0","0"
"357","自然传说","你可以装备的传说物品数量提高${$a898}。","107","5","0","1045105","41961","0","0","0","0","0"
"358","黑暗交易","使你非重复类的任务奖励额外升级为稀有或史诗品质的几率提高。","110","0","0","538039","41962","0","0","0","0","0"
"359","召唤末日守卫","可以使用召唤末日守卫技能，每天派出的第一个任务的成功率提高${$a616}%。","110","0","1","615103","41962","500","0","0","0","0"
"360","召唤仪式","在所有任务中可以使用召唤仪式技能，使任务时长缩短${100-$a615*100}%。","110","1","1","136194","41955","499","0","0","0","0"
"361","训练场","你的小鬼、野生小鬼、助祭和祈祷者招募上限提高${$a614}。","110","2","0","538442","41958","498","0","0","0","0"
"362","黑暗精通","新招募的黑暗收割助祭变为黑暗收割祈祷者，获得：

|TInterface\ICONS\ABILITY_WARLOCK_INFERNOGREEN.BLP:20:20:0:0|t |Cffffffff邪焰火雨|R
$@garrabdesc485","110","3","1","236295","41959","0","0","0","0","0"
"363","恐怖收割","和一个战友一起完成世界任务可以获得职业大厅资源。","110","4","1","537517","41960","746","0","0","0","0"
"364","暗影契约","你可以下达工作订单，用职业大厅资源换取勇士的武器或装备。","110","2","1","1032479","41958","0","0","0","0","0"
"365","奴役魔典","新招募的结群小鬼变为野生小鬼，获得：

|TInterface\ICONS\SPELL_SHADOW_ANTISHADOW.BLP:20:20:0:0|t |Cffffffff恶魔契约|R
$@garrabdesc497","110","3","0","460694","41959","0","0","0","0","0"
"366","恶魔祭品","让你可以使用末日仪式，你和四个同僚可以召唤强大的恶魔来寻求强化魔法和恶魔宝藏。","110","1","0","460696","41955","0","0","0","0","0"
"367","腐蚀之种","有|C00b3ffff爪牙|R的任务成功率提高${$a1516}%。","110","4","0","136193","41960","1137","0","0","0","0"
"368","邪能传说","你可以装备的传说物品数量提高${$a898}。","110","5","0","615096","41961","0","0","0","0","0"
"369","粗犷升级","使你非重复类的任务奖励额外升级为稀有或史诗品质的几率提高。","113","0","0","132168","41962","0","0","0","0","0"
"370","百步穿杨","可以使用百步穿杨技能，每天派出的第一个任务的成功率提高${$a707}%。","113","0","1","1392555","41962","584","0","0","0","0"
"371","逃脱","在所有任务中可以使用逃脱技能，使带有|C00b3ffff危害|R的任务成功率提高${$a787}%。","113","1","1","132294","41955","661","0","0","0","0"
"372","牢固营帐","你的弓箭手、射手、追踪者和探路者招募上限提高${$a708}。","113","2","0","236200","41958","585","0","0","0","0"
"373","鹰眼","新招募的弓箭手变为隐秘神射手，使其任务成功率提高${$a634-$a633}%。","113","3","0","132177","41959","0","0","0","0","0"
"374","荒野呼唤","新招募的追踪者变为探路者，获得：

|TInterface\ICONS\SPELL_FIRE_FLARE.BLP:20:20:0:0|t |Cffffffff爆炸陷阱|R
$@garrabdesc520","113","3","1","133208","41959","0","0","0","0","0"
"375","巨鹰盟友","可以使用巨鹰飞行网络，这是散布于破碎群岛的诸多飞行路线。","113","1","0","1392564","41955","0","0","0","0","0"
"376","寻觅补给","和一个战友一起完成世界任务可以获得职业大厅资源。","113","4","1","135904","41960","786","0","0","0","0"
"377","隐秘通途","你可以下达工作订单，用职业大厅资源交易获得每周3个破碎命运印记中的1个。","113","4","0","461118","41960","0","0","0","0","0"
"378","箭弹工场","你可以下达工作订单，用职业大厅资源换取勇士的武器或装备。","113","2","1","236204","41958","0","0","0","0","0"
"379","荒野传说","你可以装备的传说物品数量提高${$a898}。","113","5","0","538771","41961","0","0","0","0","0"
"380","奥术起源","使你非重复类的任务奖励额外升级为稀有或史诗品质的几率提高。","116","0","0","252267","41962","0","0","0","0","0"
"381","冰霜新星","可以使用冰霜新星技能，如果每天派出的第一个任务中带有|C00b3ffff爪牙|R，则该任务成功率提高${$a710}%。","116","0","1","135848","41962","587","0","0","0","0"
"382","闪现术","在所有任务中可以使用闪现术技能，使任务时长缩短${100-$a712*100}%。","116","1","1","135736","41955","589","0","0","0","0"
"383","奥术图书馆","你的水元素、奥术傀儡、提瑞斯秘法会学徒和肯瑞托召唤师招募上限提高${$a711}。","116","2","0","354435","41958","588","0","0","0","0"
"384","元素能量","新招募的水元素变为奥术傀儡，使其任务成功率提高${$a677-$a676}%。","116","3","0","651082","41959","0","0","0","0","0"
"385","进修","新招募的提瑞斯秘法会学徒变为肯瑞托召唤师，获得：

|TInterface\ICONS\SPELL_NATURE_ENCHANTARMOR.BLP:20:20:0:0|t |Cffffffff气定神闲|R
$@garrabdesc552","116","3","1","236225","41959","0","0","0","0","0"
"386","传送中枢","能够使用传送中枢，这是一组分布于破碎群岛上的传送门，使你能够在世界各地快速旅行。","116","1","0","237509","41955","0","0","0","0","0"
"387","奥术占卜","你可以下达工作订单，用职业大厅资源交易获得每周3个破碎命运印记中的1个。","116","4","1","609814","41960","0","0","0","0","0"
"388","奥术直觉","当你拥有激活的战友时，任务会奖励额外资源。","116","4","0","610679","41960","1134","0","0","0","0"
"389","奥术装备","你可以下达工作订单，用职业大厅资源换取勇士的武器或装备。","116","2","1","135752","41958","0","0","0","0","0"
"390","秘法会传说","你可以装备的传说物品数量提高${$a898}。","116","5","0","895887","41961","0","0","0","0","0"
"391","圣光眷顾","使你非重复类的任务奖励额外升级为稀有或史诗品质的几率提高。","119","0","0","589117","41962","0","0","0","0","0"
"392","王者祝福","可以使用王者祝福技能，每天派出的第一个任务的成功率提高${$a718}%。","119","0","1","135993","41962","595","0","0","0","0"
"393","公正祝福","在所有任务中可以使用公正祝福技能，使带有|C00b3ffff爪牙|R的任务成功率提高${$a716}%。","119","1","1","1030099","41955","593","0","0","0","0"
"394","银色召唤","你的侍从、持盾方阵兵、骑士和圣殿骑士招募上限提高${$a717}。","119","2","0","236690","41958","594","0","0","0","0"
"395","同心协力","刚招募的新晋侍从变为持盾方阵兵，使其任务成功率提高${$a638-$a637}%。","119","3","0","1278391","41959","0","0","0","0","0"
"396","白银之手圣殿骑士","新招募的白银之手骑士变为白银之手圣殿骑士，获得：

|TInterface\ICONS\SPELL_HOLY_HEROISM.BLP:20:20:0:0|t |Cffffffff列王守卫|R
$@garrabdesc562","119","3","1","237547","41959","0","0","0","0","0"
"397","银色战驹","每天可以使用一次银色军马马桩，使用后召唤一匹军马，使你能在短时间内在坐骑上作战。","119","1","0","1360759","41955","0","0","0","0","0"
"398","神圣意志","你可以下达工作订单，用职业大厅资源交易获得每周3个破碎命运印记中的1个。","119","4","1","135909","41960","0","0","0","0","0"
"399","大十字军","当你拥有激活的战友时，任务会奖励额外资源。","119","4","0","1360760","41960","1132","0","0","0","0"
"400","化犁为剑","你可以下达工作订单，用职业大厅资源换取勇士的武器或装备。","119","2","1","1030096","41958","0","0","0","0","0"
"401","正义传说","你可以装备的传说物品数量提高${$a898}。","119","5","0","135965","41961","0","0","0","0","0"
"402","奥丁的眷顾","使你非重复类的任务奖励额外升级为稀有或史诗品质的几率提高。","122","0","0","132275","41962","0","0","0","0","0"
"403","集结呐喊","可以使用技能集结呐喊，执行每天第一个任务的部队每有一点活力，就会使该任务的成功率提高${$a719}%。","122","0","1","236317","41962","596","0","0","0","0"
"404","急行军","在所有任务中可以使用急行军技能，使任务时长缩短${100-$a720*100}%。","122","1","1","132277","41955","597","0","0","0","0"
"405","英勇四溢","你的瓦拉加尔候选者、瓦拉加尔雷铸者、女武神和瓦尔基拉女武神的招募上限提高${$a721}。","122","2","0","132351","41958","598","0","0","0","0"
"406","火焰试炼","新招募的瓦拉加尔候选者变为瓦拉加尔雷铸者，使其任务成功率提高${$a725-$a722}%。","122","3","0","132346","41959","0","0","0","0","0"
"407","晋升","新招募的女武神变为瓦尔基拉女武神，获得：

|TInterface\ICONS\Ability_Paladin_TowerofLight.blp:20:20:0:0|t |Cffffffff瓦尔基拉的飞翔|R
$@garrabdesc601","122","3","1","132339","41959","0","0","0","0","0"
"408","为了荣耀","让你可以在危机四伏的荣耀之环里看到苍穹要塞财宝箱。你可以与其他战士同僚争夺拾取其中财宝的机会，每周一次。","122","1","0","132334","41955","0","0","0","0","0"
"409","战争横财","和一个战友一起完成世界任务可以获得职业大厅资源。","122","4","1","236307","41960","747","0","0","0","0"
"410","剑刃风暴","有|C00b3ffff爪牙|R的任务成功率提高${$a1514}%。","122","4","0","236303","41960","1136","0","0","0","0"
"411","天堂熔铸","你可以下达工作订单，用职业大厅资源换取勇士的武器或装备。","122","2","1","1357798","41958","0","0","0","0","0"
"412","黄昏传说","你可以装备的传说物品数量提高${$a898}。","122","5","0","460957","41961","0","0","0","0","0"
"413","充分准备","使你非重复类的任务奖励额外升级为稀有或史诗品质的几率提高。","125","0","0","607854","41962","0","0","0","0","0"
"414","猎杀行动","可以使用猎杀行动技能，每天派出的第一个任务的成功率提高${$a738}%。","125","0","1","1344654","41962","614","0","0","0","0"
"415","复仇回避","在所有任务中可以使用复仇回避技能，使带有|C00b3ffff爪牙|R的任务成功率提高${$a740}%。","125","1","1","1348401","41955","616","0","0","0","0"
"416","训练场","你的灰舌战士、纳迦忠仆、伊利达雷精锐和变身的伊利达雷精锐招募上限提高${$a739}。","125","2","0","1380677","41958","615","0","0","0","0"
"417","纳迦忠仆","新招募的灰舌战士变为纳迦忠仆，使其任务成功率提高${$a728-$a726}%。","125","3","0","1391617","41959","0","0","0","0","0"
"418","恶魔之力","新招募的伊利达雷精锐变为变身的伊利达雷精锐，获得：

|TInterface\ICONS\ABILITY_WARLOCK_SHADOWFURYTGA.BLP:20:20:0:0|t |Cffffffff恶魔形态|R
$@garrabdesc606","125","3","1","1247262","41959","0","0","0","0","0"
"419","扭曲虚空","你可以进入扭曲虚空传送门，召唤强大的恶魔。你和你的盟友可以击败恶魔，获得强化奖励，还可能获得宝物。","125","1","0","134544","41955","0","0","0","0","0"
"420","专注战备","你可以下达工作订单，用职业大厅资源交易获得每周3个破碎命运印记中的1个。","125","4","1","1392947","41960","0","0","0","0","0"
"421","邪能之槌的怒火","有|C00b3ffff爪牙|R的任务成功率提高${$a716}%。","125","4","0","1247266","41960","1246","0","0","0","0"
"422","邪能装备","你可以下达工作订单，用职业大厅资源换取勇士的武器或装备。","125","2","1","1380365","41958","0","0","0","0","0"
"423","恶魔命运","你可以装备的传说物品数量提高${$a898}。","125","5","0","1247265","41961","0","0","0","0","0"
"424","死亡的恩赐","使你非重复类的任务奖励额外升级为稀有或史诗品质的几率提高。","128","0","0","1390941","41962","0","0","0","0","0"
"425","亡灵群攻","可以使用亡灵群攻技能，每天第一个任务中使用结群食尸鬼或结群恶鬼时，任务成功率会提高${$a755}%。","128","0","1","237511","41962","631","0","0","0","0"
"426","死神脚步","在所有任务中可以使用死神脚步技能，使带有|C00b3ffff危害|R的任务成功率提高${$a754}%。","128","1","1","237561","41955","630","0","0","0","0"
"427","墓穴的召唤","你的食尸鬼、恶鬼、骑士和掠夺者招募上限提高${$a753}。","128","2","0","1065381","41958","629","0","0","0","0"
"428","构造区","新招募的结群食尸鬼变为结群恶鬼，使其任务成功率提高${$a742-$a741}%。","128","3","0","1100170","41959","0","0","0","0","0"
"429","仗剑为生","新招募的黑锋骑士变为黑锋掠夺者。

黑锋掠夺者获得一个随机专精，可以应对|C00b3ffff首领|R。","128","3","1","1392551","41959","0","0","0","0","0"
"430","黑暗骑士","每天可以使用一次死亡战马马桩，使用后召唤一匹死亡战马，使你能在短时间内在坐骑上作战。","128","1","0","524049","41955","0","0","0","0","0"
"431","复活憎恶","成功完成任务有几率带回碎骨堆，可以组合成憎恶。

憎恶可以随机使带有|C00b3ffff危害|R、|C00b3ffff法术|R或|C00b3ffff爪牙|R的任务成功率提高${$a650}%，此外还拥有：

|TInterface\ICONS\SPELL_DEATHKNIGHT_EXPLODE_GHOUL.BLP:20:20:0:0|t |Cffffffff邪恶畸变|R
$@garrabdesc778","128","4","1","136187","41960","782","0","0","0","0"
"432","罪恶回收","当你拥有激活的战友时，任务会奖励额外资源。","128","4","0","135775","41960","1133","0","0","0","0"
"433","兄弟同袍","你可以下达工作订单，用职业大厅资源换取勇士的武器或装备。","128","2","1","237512","41958","0","0","0","0","0"
"434","墓穴传说","你可以装备的传说物品数量提高${$a898}。","128","5","0","879926","41961","0","0","0","0","0"
"435","上佳手气","使你非重复类的任务奖励额外升级为稀有或史诗品质的几率提高。","131","0","0","418250","41962","0","0","0","0","0"
"436","奇袭攻击","可以使用奇袭攻击技能，每天派出的第一个任务的成功率提高${$a769}%。","131","0","1","1373907","41962","643","0","0","0","0"
"437","刺杀","在所有任务中可以使用刺杀技能，使带有|C00b3ffff爪牙|R的任务成功率提高${$a770}%。","131","1","1","236173","41955","644","0","0","0","0"
"438","赏金格斗","你的盗匪、盗贼、海盗和格斗家招募上限提高${$a771}。","131","2","0","1379239","41958","645","0","0","0","0"
"439","迪菲亚传承","新招募的盗匪变为迪菲亚盗贼，拥有：

|TInterface\ICONS\INV_MISC_BAG_11.BLP:20:20:0:0|t |Cffffffff搜索|R
$@garrabdesc634","131","3","0","1373912","41959","0","0","0","0","0"
"440","猩红航帆","新招募的海盗变为格斗家，拥有：

|TInterface\ICONS\ABILITY_PARRY.BLP:20:20:0:0|t |Cffffffff备战就绪|R
$@garrabdesc635","131","3","1","1269440","41959","0","0","0","0","0"
"441","大殿","勇士成功完成任务后有几率带回一张宝库赠品券。

宝库券使你可以每周从无冕宝库中拾取一次随机奖励，其中所包含的财富超乎你的想象。","131","1","0","1269443","41955","789","0","0","0","0"
"442","幕后交易","和一个战友一起完成世界任务可以获得职业大厅资源。","131","4","1","132092","41960","783","0","0","0","0"
"443","掠夺","你可以下达工作订单，用职业大厅资源交易获得每周3个破碎命运印记中的1个。","131","4","0","1398087","41960","0","0","0","0","0"
"444","武器走私","你可以下达工作订单，用职业大厅资源换取勇士的武器或装备。","131","2","1","840720","41958","0","0","0","0","0"
"445","全副武装","你可以装备的传说物品数量提高${$a898}。","131","5","0","1398088","41961","0","0","0","0","0"
"446","神圣命运","使你非重复类的任务奖励额外升级为稀有或史诗品质的几率提高。","134","0","0","135976","41962","0","0","0","0","0"
"447","日常祷告","可以使用日常祷告技能，每天派出的第一个任务的成功率提高${$a785}%。","134","0","1","237539","41962","659","0","0","0","0"
"448","什一税","与战友一起完成世界任务可获得额外的职业大厅资源。","134","4","1","1022951","41960","784","0","0","0","0"
"449","公共生活","你的助祭、圣贤、狂热者和黑暗狂热者招募上限提高${$a784}。","134","2","0","135946","41958","658","0","0","0","0"
"450","神圣裁决","新招募的助祭变为圣贤，使其任务成功率提高${$a774-$a773}%。","134","3","0","633042","41959","0","0","0","0","0"
"451","暗影异端","新招募的狂热者变为黑暗狂热者，拥有：

|TInterface\ICONS\ABILITY_WARLOCK_SOULSWAP.BLP:20:20:0:0|t |Cffffffff灵魂收割者|R
$@garrabdesc650","134","3","1","1022944","41959","0","0","0","0","0"
"452","祝福祭坛","每天可以使用一次圣光之井或暗影之井。

对任意一个祭坛进行祈祷可以获得宝贵的增益，协助你在破碎群岛完成任务。","134","1","0","135923","41955","0","0","0","0","0"
"453","痛苦压制","在所有任务中都可以使用痛苦压制技能，有一定几率让一支随机部队不会减少${$a786}点活力值。","134","1","1","135936","41955","660","0","0","0","0"
"454","祝福印记","你可以下达工作订单，用职业大厅资源交易获得每周3个破碎命运印记中的1个。","134","4","0","135914","41960","0","0","0","0","0"
"455","圣光装备","你可以下达工作订单，用职业大厅资源换取勇士的武器或装备。","134","2","1","632352","41958","0","0","0","0","0"
"456","信仰武装","你可以装备的传说物品数量提高${$a898}。","134","5","0","1022949","41961","0","0","0","0","0"
"480","白银之手十字军","现在，你可以招募强力部队，白银之手十字军了。

白银之手十字军将随机拥有一种能够应对|C00b3ffff爪牙|R、|C00b3ffff法术|R或|C00b3ffff危害|R的技能。此外，他们还将拥有以下技能：

|TInterface\ICONS\ACHIEVEMENT_REPUTATION_ARGENTCRUSADER.BLP:20:20:0:0|t |Cffffffff雷霆突击|R
$@garrabdesc889","119","6","0","1134001","48550","0","0","0","0","0"
"481","勇士名册","$@garrabdesc892","119","6","1","571558","48550","0","0","0","0","0"
"483","肯瑞托卫士","现在，你可以招募强力部队，肯瑞托卫士了。

肯瑞托卫士将随机拥有一种能够应对|C00b3ffff爪牙|R、|C00b3ffff法术|R或|C00b3ffff危害|R的技能。此外，他们还将拥有以下技能：

|TInterface\ICONS\SPELL_MAGE_TEMPORALSHIELD.BLP:20:20:0:0|t |Cffffffff棱镜护甲|R
$@garrabdesc876","116","6","0","610472","48550","0","0","0","0","0"
"484","勇士名册","$@garrabdesc892","116","6","1","1387356","48550","0","0","0","0","0"
"486","冰霜与死亡","现在，你可以招募强力部队，黑锋霜寒骑士了。

黑锋霜寒骑士将随机拥有一种能够应对|C00b3ffff爪牙|R、|C00b3ffff法术|R或|C00b3ffff危害|R的技能。此外，他们还将拥有以下技能：

|TInterface\ICONS\artifactability_FrostMage_Ebonbolt.blp:20:20:0:0|t |Cffffffff冰霜掠夺者|R
$@garrabdesc877","128","6","0","236699","48550","0","0","0","0","0"
"487","勇士名册","$@garrabdesc892","128","6","1","636332","48550","0","0","0","0","0"
"489","死亡之刃","现在，你可以招募强力部队，破坏魔了。

破坏魔将随机拥有一种能够应对|C00b3ffff爪牙|R、|C00b3ffff法术|R或|C00b3ffff危害|R的技能。此外，他们还将拥有以下技能：


|TInterface\ICONS\INV_WEAPON_SHORTBLADE_31.BLP:20:20:0:0|t |Cffffffff碎刃|R
$@garrabdesc885","125","6","0","615148","48550","0","0","0","0","0"
"490","勇士名册","$@garrabdesc892","125","6","1","236299","48550","0","0","0","0","0"
"492","林地守护者","现在，你可以招募强力部队，梦境林地防御者了。

梦境林地防御者将随机拥有一种能够应对|C00b3ffff爪牙|R、|C00b3ffff法术|R或|C00b3ffff危害|R的技能。此外，他们还将拥有以下技能：


|TInterface\ICONS\SPELL_NATURE_MOONGLOW.BLP:20:20:0:0|t |Cffffffff星辰之怒|R
$@garrabdesc879","107","6","0","1387709","48550","0","0","0","0","0"
"493","勇士名册","$@garrabdesc892","107","6","1","1396983","48550","0","0","0","0","0"
"495","夜之子","现在，你可以招募强力部队，夜之子猎人了。

夜之子猎人将随机拥有一种能够应对|C00b3ffff爪牙|R、|C00b3ffff法术|R或|C00b3ffff危害|R的技能。此外，他们还将拥有以下技能：


|TInterface\ICONS\ABILITY_ROGUE_MASTEROFSUBTLETY.BLP:20:20:0:0|t |Cffffffff暗影突袭|R
$@garrabdesc884","113","6","0","1525722","48550","0","0","0","0","0"
"496","勇士名册","$@garrabdesc892","113","6","1","1036119","48550","0","0","0","0","0"
"498","入道宗师","现在，你可以招募强力部队，宁静大师了。

宁静大师将随机拥有一种能够应对|C00b3ffff爪牙|R、|C00b3ffff法术|R或|C00b3ffff危害|R的技能。此外，他们还将拥有以下技能：


|TInterface\ICONS\ABILITY_MONK_SERENITY.blp:20:20:0:0|t |Cffffffff静默打击|R
$@garrabdesc891","4","6","0","1381296","48550","0","0","0","0","0"
"499","勇士名册","$@garrabdesc892","4","6","1","613397","48550","0","0","0","0","0"
"501","戴兜帽的祭司","现在，你可以招募强力部队，戴兜帽的祭司了。

戴兜帽的祭司将随机拥有一种能够应对|C00b3ffff爪牙|R、|C00b3ffff法术|R或|C00b3ffff危害|R的技能。此外，他们还将拥有以下技能：


|TInterface\ICONS\INV_MISC_HERB_WHISPERVINE.BLP:20:20:0:0|t |Cffffffff死亡低语|R
$@garrabdesc888","134","6","0","237568","48550","0","0","0","0","0"
"502","勇士名册","$@garrabdesc892","134","6","1","1060983","48550","0","0","0","0","0"
"504","拉文霍德精英","现在，你可以招募强力部队，拉文霍德刺客了。

拉文霍德刺客将随机拥有一种能够应对|C00b3ffff爪牙|R、|C00b3ffff法术|R或|C00b3ffff危害|R的技能。此外，他们还将拥有以下技能：


|TInterface\ICONS\INV_Helm_Cloth_ShadowmoonClan_B_01.blp:20:20:0:0|t |Cffffffff暗影死神|R
$@garrabdesc890","131","6","0","1394887","48550","0","0","0","0","0"
"505","勇士名册","$@garrabdesc892","131","6","1","236275","48550","0","0","0","0","0"
"507","大地之环","现在，你可以招募强力部队，大地之环卫兵了。

大地之环卫兵将随机拥有一种能够应对|C00b3ffff爪牙|R、|C00b3ffff法术|R或|C00b3ffff危害|R的技能。此外，他们还将拥有以下技能：


|TInterface\ICONS\SPELL_SHAMAN_UNLEASHWEAPON_EARTH.BLP:20:20:0:0|t |Cffffffff大地的复仇|R
$@garrabdesc886","31","6","0","456567","48550","0","0","0","0","0"
"508","勇士名册","$@garrabdesc892","31","6","1","1385914","48550","0","0","0","0","0"
"510","恶魔蛮兵","现在，你可以招募强力部队，恶魔卫士蛮兵了。

恶魔卫士蛮兵将随机拥有一种能够应对|C00b3ffff爪牙|R、|C00b3ffff法术|R或|C00b3ffff危害|R的技能。此外，他们还将拥有以下技能：


|TInterface\ICONS\Ability_DemonHunter_FelRush.blp:20:20:0:0|t |Cffffffff邪能冲锋|R
$@garrabdesc887","110","6","0","132332","48550","0","0","0","0","0"
"511","勇士名册","$@garrabdesc892","110","6","1","607852","48550","0","0","0","0","0"
"513","正面强攻","现在，你可以招募强力部队——突击队了。

突击队将随机拥有一种能够应对|C00b3ffff爪牙|R、|C00b3ffff法术|R或|C00b3ffff危害|R的技能。此外，他们还将拥有以下技能：


|TInterface\ICONS\ACHIEVEMENT_FACTION_SHADOPAN_ASSAULT.BLP:20:20:0:0|t |Cffffffff强攻|R
$@garrabdesc878","122","6","0","458975","48550","0","0","0","0","0"
"514","勇士名册","$@garrabdesc892","122","6","1","132175","48550","0","0","0","0","0"
"530","Tier 1 - Aura 1","$@garrspelldesc","150","0","3","132168","0","0","0","0","0","0"
"531","Tier 2 - Aura 3","Applies Tier 2 Aura 3","150","1","3","1392555","0","0","0","0","0","0"
"532","Tier 4 - Aura 1","Applies Tier 2 Aura 1","150","3","1","1392564","0","0","0","0","0","0"
"533","Tier 2 - Aura 2","Applies Tier 2 Aura 2","150","1","2","132294","0","0","0","0","531","0"
