Id,Name,Description,ToastDescription,CovenantId,Level,Icon,Flags,UiOrder,ItemId,SpellId,MountId,TransmogId,TransmogSetId,CharTitlesId,GarrFollowerId,TransmogIllusionId,QuestId,PlayerConditionId
"42","","你可以与守护者暮花谈一谈从而招募这名冒险者。","","3","26","0","0","0","0","0","0","0","0","0","1286","0","0","0"
"43","","","","3","12","0","0","0","0","0","0","0","2086","0","0","0","0","0"
"44","","","","3","21","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45","","","","3","34","0","0","0","0","0","0","0","0","0","0","0","0","0"
"47","灵魂羁绊升级：柯莱恩","你可以使用柯莱恩的第六行灵魂羁绊专长。","","3","27","3684885","0","0","0","0","0","0","0","0","0","0","0","0"
"48","灵魂羁绊升级：织梦者","你可以使用织梦者的第六行灵魂羁绊专长。","","3","28","3684882","0","0","0","0","0","0","0","0","0","0","0","0"
"49","圣所升级","你可以将女王的温室升级到4级。","","3","29","3641394","1","0","0","0","0","0","0","0","0","0","0","0"
"50","世界任务奖励","你的世界任务奖励的物品等级有了提升。","","3","30","236668","1","0","0","0","0","0","0","0","0","0","0","0"
"51","灵魂羁绊升级：尼娅","你可以使用尼娅的第七行灵魂羁绊专长。","","3","31","3684884","0","0","0","0","0","0","0","0","0","0","0","0"
"52","灵魂羁绊升级：织梦者","你可以使用织梦者的第七行灵魂羁绊专长。","","3","32","3684882","0","0","0","0","0","0","0","0","0","0","0","0"
"53","","你可以与守护者暮花谈一谈从而招募这名冒险者。","","3","33","0","0","0","0","0","0","0","0","0","1287","0","0","0"
"55","灵魂羁绊升级：柯莱恩","你可以使用柯莱恩的第七行灵魂羁绊专长。","","3","35","3684885","0","0","0","0","0","0","0","0","0","0","0","0"
"57","圣所升级","你可以将女王的温室升级到5级。","","3","37","3641394","1","0","0","0","0","0","0","0","0","0","0","0"
"59","","你可以与守护者暮花谈一谈从而招募这名冒险者。","","3","38","0","0","0","0","0","0","0","0","0","1288","0","0","0"
"60","灵魂羁绊升级","你可以使用你的所有灵魂羁绊的最后一行灵魂羁绊专长。","","3","39","3641394","0","0","0","0","0","0","0","0","0","0","0","0"
"62","","","","3","40","0","3","1","0","0","1357","0","0","0","0","0","0","0"
"63","","","","3","40","3641394","3","0","0","0","0","0","0","681","0","0","0","0"
"64","","","","3","36","0","0","0","0","0","0","113566","0","0","0","0","62412","0"
"65","灵魂羁绊升级：裴拉戈斯","你可以使用裴拉戈斯的第二行灵魂羁绊专长。","","1","2","3684898","0","0","0","0","0","0","0","0","0","0","0","0"
"67","","你可以与科罗斯谈一谈从而招募这名冒险者。","","1","3","0","0","0","0","0","0","0","0","0","1270","0","0","85540"
"68","","你可以与科罗斯谈一谈从而招募这名冒险者。","","1","3","0","0","0","0","0","0","0","0","0","1271","0","0","85541"
"69","灵魂羁绊升级：裴拉戈斯","你可以使用裴拉戈斯的第三行灵魂羁绊专长。","","1","4","3684898","0","0","0","0","0","0","0","0","0","0","0","0"
"70","灵魂羁绊升级：克雷雅","你可以使用克雷雅的第三行灵魂羁绊专长。","","1","5","3684897","0","0","0","0","0","0","0","0","0","0","0","0"
"75","世界任务奖励","你的世界任务奖励的物品等级有了提升。","","1","18","236668","1","0","0","0","0","0","0","0","0","0","0","0"
"78","世界任务奖励","你的世界任务奖励的物品等级有了提升。","","1","30","236668","1","0","0","0","0","0","0","0","0","0","0","0"
"81","灵魂羁绊升级：裴拉戈斯","你可以使用裴拉戈斯的第四行灵魂羁绊专长。","","1","7","3684898","0","0","0","0","0","0","0","0","0","0","0","0"
"82","灵魂羁绊升级：裴拉戈斯","你可以使用裴拉戈斯的第五行灵魂羁绊专长。","","1","15","3684898","0","0","0","0","0","0","0","0","0","0","0","0"
"83","灵魂羁绊升级：裴拉戈斯","你可以使用裴拉戈斯的第六行灵魂羁绊专长。","","1","25","3684898","0","0","0","0","0","0","0","0","0","0","0","0"
"84","灵魂羁绊升级：裴拉戈斯","你可以使用裴拉戈斯的第七行灵魂羁绊专长。","","1","31","3684898","0","0","0","0","0","0","0","0","0","0","0","0"
"85","灵魂羁绊升级：克雷雅","你可以使用克雷雅的第四行灵魂羁绊专长。","","1","10","3684897","0","0","0","0","0","0","0","0","0","0","0","0"
"86","灵魂羁绊升级：克雷雅","你可以使用克雷雅的第五行灵魂羁绊专长。","","1","13","3684897","0","0","0","0","0","0","0","0","0","0","0","0"
"87","灵魂羁绊升级：克雷雅","你可以使用克雷雅的第六行灵魂羁绊专长。","","1","28","3684897","0","0","0","0","0","0","0","0","0","0","0","0"
"88","灵魂羁绊升级：克雷雅","你可以使用克雷雅的第七行灵魂羁绊专长。","","1","32","3684897","0","0","0","0","0","0","0","0","0","0","0","0"
"89","灵魂羁绊升级：米卡尼科斯","你可以使用米卡尼科斯的第六行灵魂羁绊专长。","","1","27","3684894","0","0","0","0","0","0","0","0","0","0","0","0"
"90","灵魂羁绊升级：米卡尼科斯","你可以使用米卡尼科斯的第七行灵魂羁绊专长。","","1","35","3684894","0","0","0","0","0","0","0","0","0","0","0","0"
"91","","你可以与科罗斯谈一谈从而招募这名冒险者。","","1","8","0","0","0","0","0","0","0","0","0","1272","0","0","0"
"92","","你可以与科罗斯谈一谈从而招募这名冒险者。","","1","17","0","0","0","0","0","0","0","0","0","1273","0","0","0"
"93","","你可以与科罗斯谈一谈从而招募这名冒险者。","","1","26","0","0","0","0","0","0","0","0","0","1276","0","0","0"
"94","","你可以与科罗斯谈一谈从而招募这名冒险者。","","1","33","0","0","0","0","0","0","0","0","0","1275","0","0","0"
"95","","你可以与科罗斯谈一谈从而招募这名冒险者。","","1","38","0","0","0","0","0","0","0","0","0","1274","0","0","0"
"96","圣所升级","你可以将你的圣所功能升级到2级。","","1","11","3641395","1","0","0","0","0","0","0","0","0","0","0","0"
"97","圣所升级","你可以将你的圣所功能升级到3级。","","1","19","3641395","1","0","0","0","0","0","0","0","0","0","0","0"
"98","圣所升级","你可以将晋升之路升级到4级。","","1","29","3641395","1","0","0","0","0","0","0","0","0","0","0","0"
"99","圣所升级","你可以将晋升之路升级到5级。","","1","37","3641395","1","0","0","0","0","0","0","0","0","0","0","0"
"100","","获得一段找回的记忆，可以交还给刻符者。","","1","14","0","0","0","183249","0","0","0","0","0","0","0","62274","0"
"103","[PH] Pet: Apples","[PH] Gain Apples as a companion pet.","","1","23","0","0","0","0","0","0","0","0","0","0","0","0","0"
"104","","","","1","12","0","0","0","0","0","0","0","0","0","0","0","0","0"
"105","","","","1","21","0","0","0","0","0","0","0","0","0","0","0","0","0"
"106","","","","1","34","0","0","0","0","0","0","0","0","0","0","0","0","0"
"107","灵魂羁绊升级","你可以使用你的所有灵魂羁绊的最后一行灵魂羁绊专长。","","1","39","3641395","0","0","0","0","0","0","0","0","0","0","0","0"
"108","","","","1","36","0","0","0","0","0","0","0","0","0","0","0","0","0"
"109","","","","1","40","0","3","1","0","0","0","0","0","0","0","0","0","0"
"110","","","","1","40","3641395","3","0","0","0","0","0","0","678","0","0","0","0"
"112","","","","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0"
"113","","","","1","20","0","3","0","0","0","0","0","0","0","0","0","0","0"
"114","","","","1","20","0","3","1","0","0","0","0","0","0","0","66","62395","0"
"115","灵魂羁绊升级：娜德佳","你可以使用娜德佳的第二行灵魂羁绊专长。","","2","2","3485243","0","0","0","0","0","0","0","0","0","0","0","0"
"117","灵魂羁绊升级：娜德佳","你可以使用娜德佳的第三行灵魂羁绊专长。","","2","4","3485243","0","0","0","0","0","0","0","0","0","0","0","0"
"118","灵魂羁绊升级：娜德佳","你可以使用娜德佳的第四行灵魂羁绊专长。","","2","7","3485243","0","0","0","0","0","0","0","0","0","0","0","0"
"119","灵魂羁绊升级：娜德佳","你可以使用娜德佳的第五行灵魂羁绊专长。","","2","15","3485243","0","0","0","0","0","0","0","0","0","0","0","0"
"120","灵魂羁绊升级：娜德佳","你可以使用娜德佳的第六行灵魂羁绊专长。","","2","25","3485243","0","0","0","0","0","0","0","0","0","0","0","0"
"121","灵魂羁绊升级：娜德佳","你可以使用娜德佳的第七行灵魂羁绊专长。","","2","31","3485243","0","0","0","0","0","0","0","0","0","0","0","0"
"122","灵魂羁绊升级：西塔尔","你可以使用西塔尔的第三行灵魂羁绊专长。","","2","5","3485244","0","0","0","0","0","0","0","0","0","0","0","0"
"123","灵魂羁绊升级：西塔尔","你可以使用西塔尔的第四行灵魂羁绊专长。","","2","10","3485244","0","0","0","0","0","0","0","0","0","0","0","0"
"124","灵魂羁绊升级：西塔尔","你可以使用西塔尔的第五行灵魂羁绊专长。","","2","13","3485244","0","0","0","0","0","0","0","0","0","0","0","0"
"125","灵魂羁绊升级：西塔尔","你可以使用西塔尔的第六行灵魂羁绊专长。","","2","28","3485244","0","0","0","0","0","0","0","0","0","0","0","0"
"126","灵魂羁绊升级：西塔尔","你可以使用西塔尔的第七行灵魂羁绊专长。","","2","32","3485244","0","0","0","0","0","0","0","0","0","0","0","0"
"127","灵魂羁绊升级：德莱文将军","你可以使用德莱文将军的第六行灵魂羁绊专长。","","2","27","3485245","0","0","0","0","0","0","0","0","0","0","0","0"
"128","灵魂羁绊升级：德莱文将军","你可以使用德莱文将军的第七行灵魂羁绊专长。","","2","35","3485245","0","0","0","0","0","0","0","0","0","0","0","0"
"129","","你可以与战术家莎卡雅谈一谈从而招募这名冒险者。","","2","3","0","0","0","0","0","0","0","0","0","1250","0","0","0"
"130","","你可以与战术家莎卡雅谈一谈从而招募这名冒险者。","","2","8","0","0","0","0","0","0","0","0","0","1251","0","0","0"
"131","","你可以与战术家莎卡雅谈一谈从而招募这名冒险者。","","2","17","0","0","0","0","0","0","0","0","0","1252","0","0","0"
"132","","你可以与战术家莎卡雅谈一谈从而招募这名冒险者。","","2","26","0","0","0","0","0","0","0","0","0","1254","0","0","0"
"133","","你可以与战术家莎卡雅谈一谈从而招募这名冒险者。","","2","33","0","0","0","0","0","0","0","0","0","1255","0","0","0"
"134","","你可以与战术家莎卡雅谈一谈从而招募这名冒险者。","","2","38","0","0","0","0","0","0","0","0","0","1253","0","0","0"
"139","世界任务奖励","你的世界任务奖励的物品等级有了提升。","","2","18","236668","1","0","0","0","0","0","0","0","0","0","0","0"
"142","世界任务奖励","你的世界任务奖励的物品等级有了提升。","","2","30","236668","1","0","0","0","0","0","0","0","0","0","0","0"
"145","圣所升级","你可以将你的圣所功能升级到2级。","","2","11","3641397","1","0","0","0","0","0","0","0","0","0","0","0"
"146","圣所升级","你可以将你的圣所功能升级到3级。","","2","19","3641397","1","0","0","0","0","0","0","0","0","0","0","0"
"147","圣所升级","你可以将灰烬王庭升级到4级。","","2","29","3641397","1","0","0","0","0","0","0","0","0","0","0","0"
"148","圣所升级","你可以将灰烬王庭升级到5级。","","2","37","3641397","1","0","0","0","0","0","0","0","0","0","0","0"
"149","","获得一段找回的记忆，可以交还给刻符者。","","2","14","0","0","0","183249","0","0","0","0","0","0","0","62274","0"
"152","","此外观将开放购买。","","2","6","0","0","0","0","0","0","113300","0","0","0","0","0","0"
"153","","","","2","12","0","0","1","0","0","0","0","0","0","0","0","0","0"
"154","","","","2","21","0","0","0","0","0","0","0","0","0","0","0","0","0"
"155","","","","2","34","0","0","0","0","0","0","0","0","0","0","0","0","0"
"156","","","","2","36","0","0","0","0","0","0","113299","0","0","0","0","0","0"
"158","","","","2","40","0","3","1","0","0","1388","0","0","0","0","0","0","0"
"159","","","","2","40","3641397","3","0","0","0","0","0","0","682","0","0","0","8126"
"160","","","","2","40","3641397","3","0","0","0","0","0","0","683","0","0","0","8127"
"161","宠物：罪心","获得宠物小伙伴罪心。","","2","23","0","0","0","181555","0","0","0","0","0","0","0","0","0"
"162","","","","2","20","0","3","1","0","0","0","0","0","0","0","67","62398","0"
"163","","","","2","20","0","3","2","183716","0","0","0","0","0","0","0","62702","0"
"164","灵魂羁绊升级","你可以使用你的所有灵魂羁绊的最后一行灵魂羁绊专长。","","2","39","3641397","0","0","0","0","0","0","0","0","0","0","0","0"
"165","灵魂羁绊升级：马里莱斯","你可以使用魔药设计师马里莱斯的第二行灵魂羁绊专长。","","4","2","3684879","0","0","0","0","0","0","0","0","0","0","0","0"
"166","灵魂羁绊升级：马里莱斯","你可以使用魔药设计师马里莱斯的第三行灵魂羁绊专长。","","4","4","3684879","0","0","0","0","0","0","0","0","0","0","0","0"
"167","灵魂羁绊升级：马里莱斯","你可以使用魔药设计师马里莱斯的第四行灵魂羁绊专长。","","4","7","3684879","0","0","0","0","0","0","0","0","0","0","0","0"
"168","灵魂羁绊升级：马里莱斯","你可以使用魔药设计师马里莱斯的第五行灵魂羁绊专长。","","4","15","3684879","0","0","0","0","0","0","0","0","0","0","0","0"
"169","灵魂羁绊升级：马里莱斯","你可以使用魔药设计师马里莱斯的第六行灵魂羁绊专长。","","4","25","3684879","0","0","0","0","0","0","0","0","0","0","0","0"
"170","灵魂羁绊升级：马里莱斯","你可以使用魔药设计师马里莱斯的第七行灵魂羁绊专长。","","4","31","3684879","0","0","0","0","0","0","0","0","0","0","0","0"
"171","灵魂羁绊升级：艾米妮","你可以使用艾米妮公主的第三行灵魂羁绊专长。","","4","5","3684875","0","0","0","0","0","0","0","0","0","0","0","0"
"172","灵魂羁绊升级：艾米妮","你可以使用艾米妮公主的第四行灵魂羁绊专长。","","4","10","3684875","0","0","0","0","0","0","0","0","0","0","0","0"
"173","灵魂羁绊升级：艾米妮","你可以使用艾米妮公主的第五行灵魂羁绊专长。","","4","13","3684875","0","0","0","0","0","0","0","0","0","0","0","0"
"174","灵魂羁绊升级：艾米妮","你可以使用艾米妮公主的第六行灵魂羁绊专长。","","4","28","3684875","0","0","0","0","0","0","0","0","0","0","0","0"
"175","灵魂羁绊升级：艾米妮","你可以使用艾米妮公主的第七行灵魂羁绊专长。","","4","32","3684875","0","0","0","0","0","0","0","0","0","0","0","0"
"176","灵魂羁绊升级：海尔米尔","你可以使用骨匠海尔米尔的第六行灵魂羁绊专长。","","4","27","3684892","0","0","0","0","0","0","0","0","0","0","0","0"
"177","灵魂羁绊升级：海尔米尔","你可以使用骨匠海尔米尔的第七行灵魂羁绊专长。","","4","35","3684892","0","0","0","0","0","0","0","0","0","0","0","0"
"178","灵魂羁绊升级","你可以使用你的所有灵魂羁绊的最后一行灵魂羁绊专长。","","4","39","3641396","0","0","0","0","0","0","0","0","0","0","0","0"
"183","世界任务奖励","你的世界任务奖励的物品等级有了提升。","","4","18","236668","1","0","0","0","0","0","0","0","0","0","0","0"
"186","世界任务奖励","你的世界任务奖励的物品等级有了提升。","","4","30","236668","1","0","0","0","0","0","0","0","0","0","0","0"
"189","圣所升级","你可以将你的圣所功能升级到2级。","","4","11","3641396","1","0","0","0","0","0","0","0","0","0","0","0"
"190","圣所升级","你可以将你的圣所功能升级到3级。","","4","19","3641396","1","0","0","0","0","0","0","0","0","0","0","0"
"191","圣所升级","你可以将憎恶工厂升级到4级。","","4","29","3641396","1","0","0","0","0","0","0","0","0","0","0","0"
"192","圣所升级","你可以将憎恶工厂升级到5级。","","4","37","3641396","1","0","0","0","0","0","0","0","0","0","0","0"
"193","","你可以与梅里克·菲尔德斯卡谈一谈从而招募这名冒险者。","","4","3","0","0","0","0","0","0","0","0","0","1300","0","0","0"
"194","","你可以与梅里克·菲尔德斯卡谈一谈从而招募这名冒险者。","","4","8","0","0","0","0","0","0","0","0","0","1301","0","0","0"
"195","","你可以与梅里克·菲尔德斯卡谈一谈从而招募这名冒险者。","","4","17","0","0","0","0","0","0","0","0","0","1302","0","0","0"
"196","","你可以与梅里克·菲尔德斯卡谈一谈从而招募这名冒险者。","","4","26","0","0","0","0","0","0","0","0","0","1303","0","0","0"
"197","","你可以与梅里克·菲尔德斯卡谈一谈从而招募这名冒险者。","","4","33","0","0","0","0","0","0","0","0","0","1304","0","0","0"
"198","","你可以与梅里克·菲尔德斯卡谈一谈从而招募这名冒险者。","","4","38","0","0","0","0","0","0","0","0","0","1305","0","0","0"
"199","","获得一段找回的记忆，可以交还给刻符者。","","4","14","0","0","0","183249","0","0","0","0","0","0","0","62274","0"
"202","","","","4","6","0","0","0","0","0","0","0","0","0","0","0","0","0"
"203","","","","4","36","0","0","0","0","0","0","0","0","0","0","0","0","0"
"204","","","","4","20","0","3","1","0","0","0","0","0","0","0","70","62396","0"
"205","","","","4","20","0","3","2","182773","0","0","0","0","0","0","0","62703","0"
"206","[PH] Pet: Apples","[PH] Gain Apples as a companion pet.","","4","23","0","0","0","0","0","0","0","0","0","0","0","0","0"
"207","","","","4","12","0","0","0","0","0","0","0","2111","0","0","0","0","0"
"208","","","","4","21","0","0","0","0","0","0","0","0","0","0","0","0","0"
"209","","","","4","34","0","0","0","0","0","0","0","0","0","0","0","0","0"
"210","","","","4","40","0","3","1","0","0","1369","0","0","0","0","0","0","0"
"212","","","","4","40","3641396","3","0","0","0","0","0","0","679","0","0","0","8126"
"213","","","","4","40","3641396","3","0","0","0","0","0","0","680","0","0","0","8127"
"216","","","","3","16","0","0","0","0","0","1354","0","0","0","0","0","62415","0"
"217","非评级PvP物品等级","非评级PvP的奖励可以升级到的最高物品等级得到提升。","","1","9","1713483","1","0","0","0","0","0","0","0","0","0","0","0"
"218","非评级PvP物品等级","非评级PvP的奖励可以升级到的最高物品等级得到提升。","","4","9","1713483","1","0","0","0","0","0","0","0","0","0","0","0"
"219","非评级PvP物品等级","非评级PvP的奖励可以升级到的最高物品等级得到提升。","","3","9","1713483","1","0","0","0","0","0","0","0","0","0","0","0"
"220","非评级PvP物品等级","非评级PvP的奖励可以升级到的最高物品等级得到提升。","","2","9","1713483","1","0","0","0","0","0","0","0","0","0","0","0"
"221","非评级PvP物品等级","非评级PvP的奖励可以升级到的最高物品等级得到提升。","","1","24","1713483","1","0","0","0","0","0","0","0","0","0","0","0"
"222","非评级PvP物品等级","非评级PvP的奖励可以升级到的最高物品等级得到提升。","","4","24","1713483","1","0","0","0","0","0","0","0","0","0","0","0"
"223","非评级PvP物品等级","非评级PvP的奖励可以升级到的最高物品等级得到提升。","","3","24","1713483","1","0","0","0","0","0","0","0","0","0","0","0"
"224","非评级PvP物品等级","非评级PvP的奖励可以升级到的最高物品等级得到提升。","","2","24","1713483","1","0","0","0","0","0","0","0","0","0","0","0"
"225","格里恩战役","你可以开始格里恩战役的最终章了。完成战役后掌炉宗师米卡尼科斯就会成为你的灵魂羁绊。","","1","22","3641395","1","0","0","0","0","0","0","0","0","0","0","0"
"226","通灵领主战役","你可以开始通灵领主战役的最终章了。完成战役后骨匠海尔米尔就会成为你的灵魂羁绊。","","4","22","3641396","1","0","0","0","0","0","0","0","0","0","0","0"
"227","温西尔战役","你可以开始温西尔战役的最终章了。完成战役后德莱文将军就会成为你的灵魂羁绊。","","2","22","3641397","1","0","0","0","0","0","0","0","0","0","0","0"
"228","","","","1","16","0","0","0","0","0","0","0","0","0","0","0","0","0"
"229","","","","4","16","0","0","0","0","0","1365","0","0","0","0","0","0","0"
"230","","","","2","16","0","0","0","0","0","1384","0","0","0","0","0","0","0"
"231","","","","4","12","0","0","0","0","0","0","0","2114","0","0","0","0","0"
"232","","","","4","12","0","0","0","0","0","0","0","2117","0","0","0","0","0"
"233","","","","4","12","0","0","0","0","0","0","0","2120","0","0","0","0","0"
"234","","","","3","12","0","0","0","0","0","0","0","2090","0","0","0","0","0"
"235","","","","3","12","0","0","0","0","0","0","0","2093","0","0","0","0","0"
"236","","","","3","12","0","0","0","0","0","0","0","2096","0","0","0","0","0"
"237","","你和法夜的关系变得越加深厚，耐力提高2%。","","3","6","0","0","1","0","344052","0","0","0","0","0","0","62745","0"
"238","","你和法夜的关系变得越加深厚，耐力提高2%。","","3","16","0","0","1","0","344053","0","0","0","0","0","0","62746","0"
"239","","你和法夜的关系变得越加深厚，耐力提高2%。","","3","34","0","0","1","0","344057","0","0","0","0","0","0","62747","0"
"240","","你和通灵领主的关系变得越加深厚，耐力提高2%。","","4","6","0","0","1","0","344076","0","0","0","0","0","0","62752","0"
"241","","你和通灵领主的关系变得越加深厚，耐力提高2%。","","4","16","0","0","1","0","344077","0","0","0","0","0","0","62753","0"
"242","","你和通灵领主的关系变得越加深厚，耐力提高2%。","","4","34","0","0","1","0","344078","0","0","0","0","0","0","62754","0"
"243","","你和温西尔的关系变得越加深厚，耐力提高2%。","","2","6","0","0","1","0","344068","0","0","0","0","0","0","62749","0"
"244","","你和温西尔的关系变得越加深厚，耐力提高2%。","","2","16","0","0","1","0","344069","0","0","0","0","0","0","62750","0"
"245","","你和温西尔的关系变得越加深厚，耐力提高2%。","","2","34","0","0","1","0","344070","0","0","0","0","0","0","62751","0"
"246","","你和格里恩的关系变得越加深厚，耐力提高2%。","","1","6","0","0","1","0","344087","0","0","0","0","0","0","62755","0"
"247","","你和格里恩的关系变得越加深厚，耐力提高2%。","","1","16","0","0","1","0","344089","0","0","0","0","0","0","62756","0"
"248","","你和格里恩的关系变得越加深厚，耐力提高2%。","","1","34","0","0","1","0","344091","0","0","0","0","0","0","62757","0"
